Town,State,Zip,Total_Runs,Last_Run_Date,Min_Price,Max_Price,Average_Price,Latest_Median_Sale,Latest_Median_List,Latest_PPSF,Latest_Homes_Sold,Latest_Inventory,Data_Source,Tax_Rate_Per_1000,Tax_Data_Source,Estimated_Annual_Tax,Estimated_Monthly_Tax,Min_Monthly_Price,Max_Monthly_Price,Avg_Monthly_Price,Months_Of_Data,Price_Trend
Hamilton,MA,01982,1,2026-04-01,758750.0,758750.0,758750.0,758750.0,824950.0,408,14,6,redfin,15.04,database,11411.6,950.97,739000,1350000,916716,12,decreasing
Reading,MA,01867,1,2026-04-01,757500.0,757500.0,757500.0,757500.0,994450.0,488,28,10,redfin,10.96,database,8302.2,691.85,757500,930000,884625,12,decreasing
Roslindale,MA,02131,1,2026-04-01,755890.0,755890.0,755890.0,755890.0,757000.0,482,11,6,redfin,12.4,database,9373.04,781.09,662500,935000,786606,12,increasing
Wilmington,MA,01887,1,2026-04-01,755000.0,755000.0,755000.0,755000.0,749900.0,400,32,8,redfin,11.41,database,8614.55,717.88,710000,784950,764018,12,increasing
Woburn,MA,01801,1,2026-04-01,754850.0,754850.0,754850.0,754850.0,744900.0,419,40,10,redfin,9.15,database,6906.88,575.57,720000,850000,781112,12,stable
Georgetown,MA,01833,1,2026-04-01,749000.0,749000.0,749000.0,749000.0,549900.0,337,15,5,redfin,13.76,database,10306.24,858.85,707000,800000,757179,12,increasing
Waltham,MA,02453,1,2026-04-01,747500.0,747500.0,747500.0,747500.0,809450.0,527,4,3,redfin,10.32,database,7714.2,642.85,747500,1067500,887125,12,decreasing
Walpole,MA,02081,1,2026-04-01,747500.0,747500.0,747500.0,747500.0,879764.0,372,20,16,redfin,12.45,database,9306.38,775.53,730000,850000,777246,12,stable
Norwood,MA,02062,1,2026-04-01,745000.0,745000.0,745000.0,745000.0,699949.5,444,33,10,redfin,9.82,database,7315.9,609.66,720000,787500,753541,12,stable
Millis,MA,02054,1,2026-04-01,737500.0,737500.0,737500.0,737500.0,829900.0,343,15,11,redfin,15.31,database,11291.12,940.93,650000,796000,729329,12,increasing
Bolton,MA,01740,1,2026-04-01,732000.0,732000.0,732000.0,732000.0,1350000.0,306,17,8,redfin,18.07,database,13227.24,1102.27,732000,1080000,930125,12,decreasing
Chelmsford,MA,01824,1,2026-04-01,730000.0,730000.0,730000.0,730000.0,799000.0,371,31,12,redfin,13.27,database,9687.1,807.26,681000,782500,727072,12,increasing
Westborough,MA,01581,1,2026-04-01,725000.0,725000.0,725000.0,725000.0,712450.0,371,23,9,redfin,15.93,database,11549.25,962.44,710000,937500,794916,12,decreasing
Holliston,MA,01746,1,2026-04-01,725000.0,725000.0,725000.0,725000.0,862450.0,338,25,9,redfin,14.29,database,10360.25,863.35,675000,784500,742295,12,decreasing
Framingham,MA,01701,1,2026-04-01,720000.0,720000.0,720000.0,720000.0,734900.0,352,60,26,redfin,11.83,database,8517.6,709.8,660000,815000,731812,12,stable
Winthrop,MA,02152,1,2026-04-01,715000.0,715000.0,715000.0,715000.0,752000.0,405,15,5,redfin,11.14,database,7965.1,663.76,650000,800000,709979,12,increasing
Tewksbury,MA,01876,1,2026-04-01,715000.0,715000.0,715000.0,715000.0,794000.0,372,39,14,redfin,12.56,database,8980.4,748.37,695000,774050,730268,12,stable
Braintree,MA,02184,1,2026-04-01,715000.0,715000.0,715000.0,715000.0,796000.0,412,46,10,redfin,10.06,database,7192.9,599.41,655000,800000,739708,12,increasing
Salem,MA,01970,1,2026-04-01,710000.0,710000.0,710000.0,710000.0,667400.0,374,27,9,redfin,10.78,database,7653.8,637.82,685000,767500,714489,12,stable
Shrewsbury,MA,01545,1,2026-04-01,706000.0,706000.0,706000.0,706000.0,899000.0,323,34,22,redfin,11.5,database,8119.0,676.58,605000,785000,711837,12,increasing
Tyngsborough,MA,01879,1,2026-04-01,704300.0,704300.0,704300.0,704300.0,699000.0,307,19,4,redfin,12.99,database,9148.86,762.41,674500,772500,711758,12,stable
Littleton,MA,01460,1,2026-04-01,702500.0,702500.0,702500.0,702500.0,719900.0,355,14,2,redfin,14.02,database,9849.05,820.75,550000,937500,779206,12,increasing
Billerica,MA,01862,1,2026-04-01,700000.0,700000.0,700000.0,700000.0,724450.0,366,13,7,redfin,11.61,database,8127.0,677.25,657500,719950,681412,12,stable
Wrentham,MA,02093,1,2026-04-01,700000.0,700000.0,700000.0,700000.0,857450.0,352,11,8,redfin,11.67,database,8169.0,680.75,637500,890000,754354,12,decreasing
Easton,MA,02375,1,2026-04-01,700000.0,700000.0,700000.0,700000.0,639450.0,328,17,11,redfin,12.59,database,8813.0,734.42,700000,800000,763262,12,decreasing
Danvers,MA,01923,1,2026-04-01,699000.0,699000.0,699000.0,699000.0,724900.0,446,27,8,redfin,10.65,database,7444.35,620.36,680000,770000,717854,12,stable
Billerica,MA,01821,1,2026-04-01,691000.0,691000.0,691000.0,691000.0,654950.0,380,43,10,redfin,11.61,database,8022.51,668.54,691000,770000,722870,12,decreasing
Medway,MA,02053,1,2026-04-01,690000.0,690000.0,690000.0,690000.0,820000.0,337,22,11,redfin,14.0,database,9660.0,805.0,595000,865000,730750,12,decreasing
Quincy,MA,02169,1,2026-04-01,682500.0,682500.0,682500.0,682500.0,725000.0,408,34,11,redfin,11.78,database,8039.85,669.99,629000,742500,699187,12,increasing
Groveland,MA,01834,1,2026-04-01,682000.0,682000.0,682000.0,682000.0,749900.0,360,11,5,redfin,12.98,database,8852.36,737.7,676500,815000,735208,12,decreasing
Northborough,MA,01532,1,2026-04-01,682000.0,682000.0,682000.0,682000.0,697450.0,314,23,13,redfin,14.82,database,10107.24,842.27,682000,825000,744083,12,stable
Mansfield,MA,02048,1,2026-04-01,681250.0,681250.0,681250.0,681250.0,775000.0,349,22,12,redfin,13.09,database,8917.56,743.13,681250,775000,721645,12,decreasing
Weymouth,MA,02189,1,2026-04-01,680000.0,680000.0,680000.0,680000.0,649000.0,400,17,5,redfin,10.12,database,6881.6,573.47,579950,732000,656329,12,increasing
Hyde Park,MA,02136,1,2026-04-01,676250.0,676250.0,676250.0,676250.0,646950.0,417,24,16,redfin,12.4,database,8385.5,698.79,655000,740000,698729,12,stable
Pelham,NH,03076,1,2026-04-01,672800.0,672800.0,672800.0,672800.0,649900.0,328,32,13,redfin,19.09,database,12843.75,1070.31,624200,799933,729338,12,decreasing
Weymouth,MA,02190,1,2026-04-01,670000.0,670000.0,670000.0,670000.0,725000.0,400,21,8,redfin,10.12,database,6780.4,565.03,670000,765000,705366,12,stable
Hudson,MA,01749,1,2026-04-01,662500.0,662500.0,662500.0,662500.0,644900.0,386,19,12,redfin,14.14,database,9367.75,780.65,600000,682500,657075,12,increasing
Peabody,MA,01960,1,2026-04-01,660000.0,660000.0,660000.0,660000.0,679900.0,383,47,14,redfin,9.47,database,6250.2,520.85,660000,725000,700766,12,stable
Windham,NH,03087,1,2026-04-01,660000.0,660000.0,660000.0,660000.0,639950.0,297,29,8,redfin,14.14,database,9332.4,777.7,660000,930000,828072,12,decreasing
Upton,MA,01568,1,2026-04-01,657500.0,657500.0,657500.0,657500.0,675000.0,304,10,5,redfin,13.08,database,8600.1,716.68,602500,837500,755704,12,increasing
Chelsea,MA,02150,1,2026-04-01,652500.0,652500.0,652500.0,652500.0,724900.0,356,2,0,redfin,11.48,database,7490.7,624.22,590500,902500,674958,12,stable
Saugus,MA,01906,1,2026-04-01,650000.0,650000.0,650000.0,650000.0,649450.0,366,41,9,redfin,10.42,database,6773.0,564.42,635000,755000,699416,12,stable
Dorchester,MA,02121,1,2026-04-01,650000.0,650000.0,650000.0,650000.0,,274,3,0,redfin,12.4,database,8060.0,671.67,400000,815000,679750,10,increasing
Ashland,MA,01721,1,2026-04-01,645000.0,645000.0,645000.0,645000.0,589900.0,346,18,5,redfin,12.71,database,8197.95,683.16,643000,815000,746600,12,decreasing
Weymouth,MA,02188,1,2026-04-01,644000.0,644000.0,644000.0,644000.0,559949.5,372,17,6,redfin,10.12,database,6517.28,543.11,577000,660000,627958,12,increasing
Hopedale,MA,01747,1,2026-04-01,640000.0,640000.0,640000.0,640000.0,624750.0,270,13,8,redfin,16.25,database,10400.0,866.67,543000,640000,595083,12,increasing
Nashua,NH,03062,1,2026-04-01,638000.0,638000.0,638000.0,638000.0,622450.0,295,33,15,redfin,16.83,database,10737.54,894.8,551000,638000,585247,12,increasing
Foxborough,MA,02035,1,2026-04-01,635000.0,635000.0,635000.0,635000.0,724450.0,368,11,6,redfin,13.0,database,8255.0,687.92,635000,755000,706625,12,stable
Pepperell,MA,01463,1,2026-04-01,635000.0,635000.0,635000.0,635000.0,569750.0,261,25,6,redfin,13.78,database,8750.3,729.19,500000,666750,617594,12,increasing
Merrimack,NH,03054,1,2026-04-01,632166.5,632166.5,632166.5,632166.5,579900.0,282,26,12,redfin,22.11,database,13977.2,1164.77,561900,649700,598990,12,increasing
Malden,MA,02148,1,2026-04-01,628000.0,628000.0,628000.0,628000.0,638888.0,464,17,5,redfin,11.4,database,7159.2,596.6,628000,760000,705500,12,decreasing
Stoughton,MA,02072,1,2026-04-01,627500.0,627500.0,627500.0,627500.0,624900.0,327,40,15,redfin,11.81,database,7410.78,617.56,565000,702500,635270,12,stable
Stow,MA,01775,1,2026-04-01,627500.0,627500.0,627500.0,627500.0,630000.0,331,6,7,redfin,17.87,database,11213.42,934.45,620000,885000,787791,12,decreasing
Everett,MA,02149,1,2026-04-01,622000.0,622000.0,622000.0,622000.0,717250.0,413,17,6,redfin,12.62,database,7849.64,654.14,622000,700000,668166,12,stable
Revere,MA,02151,1,2026-04-01,620000.0,620000.0,620000.0,620000.0,627450.0,420,28,6,redfin,8.94,database,5542.8,461.9,620000,697500,671166,12,stable
Framingham,MA,01702,1,2026-04-01,620000.0,620000.0,620000.0,620000.0,624950.0,282,11,7,redfin,11.83,database,7334.6,611.22,579900,780000,668012,12,stable
Boylston,MA,01505,1,2026-04-01,616500.0,616500.0,616500.0,616500.0,759900.0,288,10,5,redfin,13.58,database,8372.07,697.67,555000,705000,603000,12,increasing
Hudson,NH,03051,1,2026-04-01,616000.0,616000.0,616000.0,616000.0,569500.0,277,38,11,redfin,17.11,database,10539.76,878.31,609933,650000,635288,12,stable
Lowell,MA,01852,1,2026-04-01,615000.0,615000.0,615000.0,615000.0,485000.0,331,29,6,redfin,11.35,database,6980.25,581.69,552000,619000,576383,12,increasing
Mattapan,MA,02126,1,2026-04-01,615000.0,615000.0,615000.0,615000.0,879900.0,356,8,2,redfin,12.4,database,7626.0,635.5,615000,699000,649291,12,stable
Townsend,MA,01474,1,2026-04-01,615000.0,615000.0,615000.0,615000.0,520000.0,289,5,0,redfin,13.75,database,8456.25,704.69,460000,665000,573333,12,increasing
Atkinson,NH,03811,1,2026-04-01,612500.0,612500.0,612500.0,612500.0,729900.0,306,18,1,redfin,12.82,database,7852.25,654.35,611000,777500,646688,12,decreasing
Salem,NH,03079,1,2026-04-01,610000.0,610000.0,610000.0,610000.0,579900.0,316,45,13,redfin,18.16,database,11077.6,923.13,587500,655000,614811,12,stable
Dorchester,MA,02122,1,2026-04-01,610000.0,610000.0,610000.0,610000.0,564999.5,426,1,3,redfin,12.4,database,7564.0,630.33,610000,1063750,823875,12,decreasing
Marlborough,MA,01752,1,2026-04-01,607500.0,607500.0,607500.0,607500.0,625000.0,313,50,21,redfin,10.54,database,6403.05,533.59,580000,650000,617487,12,decreasing
Chelmsford,MA,01863,1,2026-04-01,600000.0,600000.0,600000.0,600000.0,874450.0,385,4,4,redfin,13.27,database,7962.0,663.5,600000,690000,635916,12,stable
Dorchester,MA,02125,1,2026-04-01,600000.0,600000.0,600000.0,600000.0,695000.0,409,5,0,redfin,12.4,database,7440.0,620.0,420000,1300000,859375,12,decreasing
Ayer,MA,01432,1,2026-04-01,599000.0,599000.0,599000.0,599000.0,699000.0,330,9,4,redfin,11.59,database,6942.41,578.53,540000,880000,685208,12,stable
Lynn,MA,01904,1,2026-04-01,597500.0,597500.0,597500.0,597500.0,598999.0,407,30,13,redfin,10.3,database,6154.25,512.85,595000,640000,621562,12,stable
Maynard,MA,01754,1,2026-04-01,595000.0,595000.0,595000.0,595000.0,665000.0,398,17,4,redfin,16.62,database,9888.9,824.08,595000,705000,642425,12,decreasing
Nashua,NH,03063,1,2026-04-01,585450.0,585450.0,585450.0,585450.0,544900.0,266,16,2,redfin,16.83,database,9853.12,821.09,547500,609950,574945,12,stable
Westminster,MA,01473,1,2026-04-01,580000.0,580000.0,580000.0,580000.0,674900.0,319,25,12,redfin,11.73,database,6803.4,566.95,508500,687500,604000,12,increasing
Abington,MA,02351,1,2026-04-01,577000.0,577000.0,577000.0,577000.0,555000.0,348,25,9,redfin,12.81,database,7391.37,615.95,577000,655000,613291,12,stable
Avon,MA,02322,1,2026-04-01,576000.0,576000.0,576000.0,576000.0,489000.0,366,6,0,redfin,13.35,database,7689.6,640.8,542500,655000,586208,12,increasing
Whitman,MA,02382,1,2026-04-01,575000.0,575000.0,575000.0,575000.0,586000.0,367,19,11,redfin,13.29,database,7641.75,636.81,482500,575000,529387,12,increasing
Milford,MA,01757,1,2026-04-01,575000.0,575000.0,575000.0,575000.0,537000.0,278,29,8,redfin,12.69,database,7296.75,608.06,549000,595000,569291,12,stable
Methuen,MA,01844,1,2026-04-01,574500.0,574500.0,574500.0,574500.0,594900.0,338,76,13,redfin,10.4,database,5974.8,497.9,574500,640000,612500,12,stable
Randolph,MA,02368,1,2026-04-01,570000.0,570000.0,570000.0,570000.0,599000.0,324,39,14,redfin,11.58,database,6600.6,550.05,549000,625000,594083,12,stable
Holbrook,MA,02343,1,2026-04-01,567000.0,567000.0,567000.0,567000.0,524949.5,384,14,10,redfin,12.11,database,6866.37,572.2,520000,572500,542187,12,increasing
Dracut,MA,01826,1,2026-04-01,560900.0,560900.0,560900.0,560900.0,562400.0,346,43,15,redfin,9.67,database,5423.9,451.99,555000,606000,584658,12,stable
Sterling,MA,01564,1,2026-04-01,560000.0,560000.0,560000.0,560000.0,629900.0,267,9,8,redfin,12.55,database,7028.0,585.67,554950,685000,599529,12,decreasing
Haverhill,MA,01835,1,2026-04-01,558250.0,558250.0,558250.0,558250.0,549900.0,402,18,4,redfin,10.61,database,5923.03,493.59,558250,658500,604477,12,decreasing
Haverhill,MA,01830,1,2026-04-01,555000.0,555000.0,555000.0,555000.0,529900.0,310,27,5,redfin,10.61,database,5888.55,490.71,555000,642500,594916,12,stable
Haverhill,MA,01832,1,2026-04-01,549950.0,549950.0,549950.0,549950.0,559450.0,334,22,10,redfin,10.61,database,5834.97,486.25,549950,610000,593329,12,decreasing
Weymouth,MA,02191,1,2026-04-01,548375.0,548375.0,548375.0,548375.0,559000.0,498,14,6,redfin,10.12,database,5549.56,462.46,548375,705500,638204,12,decreasing
Lawrence,MA,01843,1,2026-04-01,540000.0,540000.0,540000.0,540000.0,519900.0,338,19,1,redfin,8.64,database,4665.6,388.8,520000,572000,548291,12,stable
Somerset,MA,02726,1,2026-04-01,535000.0,535000.0,535000.0,535000.0,515000.0,327,27,13,redfin,12.93,database,6917.55,576.46,449000,542450,506995,12,increasing
Lynn,MA,01905,1,2026-04-01,535000.0,535000.0,535000.0,535000.0,599900.0,446,21,6,redfin,10.3,database,5510.5,459.21,523000,597500,560125,12,stable
Northbridge,MA,01534,1,2026-04-01,535000.0,535000.0,535000.0,535000.0,559000.0,284,9,17,redfin,11.63,database,6222.05,518.5,470000,737500,584437,12,stable
Plaistow,NH,03865,1,2026-04-01,525000.0,525000.0,525000.0,525000.0,494900.0,325,16,8,redfin,14.44,database,7581.0,631.75,525000,667500,582979,12,decreasing
Lynn,MA,01902,1,2026-04-01,525000.0,525000.0,525000.0,525000.0,499900.0,389,17,13,redfin,10.3,database,5407.5,450.62,525000,639000,580416,12,decreasing
Fayville,MA,01745,1,2026-04-01,520000.0,520000.0,520000.0,520000.0,775000.0,377,1,1,redfin,14.36,database,7467.2,622.27,420000,639000,557700,10,decreasing
Lawrence,MA,01841,1,2026-04-01,520000.0,520000.0,520000.0,520000.0,620000.0,332,9,3,redfin,8.64,database,4492.8,374.4,445000,550000,510500,12,increasing
Nashua,NH,03064,1,2026-04-01,510000.0,510000.0,510000.0,510000.0,499450.0,290,20,15,redfin,16.83,database,8583.3,715.28,476000,625000,558066,12,decreasing
Brockton,MA,02301,1,2026-04-01,505000.0,505000.0,505000.0,505000.0,500000.0,321,55,21,redfin,11.63,database,5873.15,489.43,498500,537500,519566,12,stable
Lancaster,MA,01523,1,2026-04-01,495000.0,495000.0,495000.0,495000.0,479900.0,295,13,6,redfin,16.9,database,8365.5,697.12,495000,735000,594812,12,decreasing
Nashua,NH,03060,1,2026-04-01,495000.0,495000.0,495000.0,495000.0,492400.0,289,26,7,redfin,16.83,database,8330.85,694.24,437500,525000,489104,12,increasing
Lunenburg,MA,01462,1,2026-04-01,492500.0,492500.0,492500.0,492500.0,779900.0,270,22,13,redfin,14.39,database,7087.08,590.59,487500,582500,516291,12,stable
Lowell,MA,01851,1,2026-04-01,489900.0,489900.0,489900.0,489900.0,480000.0,341,15,3,redfin,11.35,database,5560.36,463.36,485000,577500,520112,12,stable
Boylston,MA,01583,1,2026-04-01,485000.0,485000.0,485000.0,485000.0,459900.0,314,7,1,redfin,13.58,database,6586.3,548.86,465000,615000,534283,12,stable
Brockton,MA,02302,1,2026-04-01,480000.0,480000.0,480000.0,480000.0,479899.5,339,57,21,redfin,11.63,database,5582.4,465.2,474950,504000,489954,12,stable
Shirley,MA,01464,1,2026-04-01,475000.0,475000.0,475000.0,475000.0,487450.0,290,7,3,redfin,12.39,database,5885.25,490.44,475000,699000,571979,12,decreasing
Lawrence,MA,01840,1,2026-04-01,473000.0,473000.0,473000.0,473000.0,,363,1,0,redfin,8.64,database,4086.72,340.56,320000,473000,396500,6,increasing
Roxbury,MA,02120,1,2026-04-01,467120.0,467120.0,467120.0,467120.0,,356,1,0,redfin,12.4,database,5792.29,482.69,467120,863000,665060,5,decreasing
Lowell,MA,01854,1,2026-04-01,465000.0,465000.0,465000.0,465000.0,487450.0,300,17,2,redfin,11.35,database,5277.75,439.81,465000,605000,540104,12,decreasing
Lowell,MA,01850,1,2026-04-01,462000.0,462000.0,462000.0,462000.0,514450.0,291,21,7,redfin,11.35,database,5243.7,436.98,402500,479000,444041,12,increasing
Roxbury,MA,02119,1,2026-04-01,460867.0,460867.0,460867.0,460867.0,1159999.0,207,1,1,redfin,12.4,database,5714.75,476.23,460867,1220000,855470,12,decreasing
Grafton,MA,01560,1,2026-04-01,460000.0,460000.0,460000.0,460000.0,,330,3,0,redfin,13.69,database,6297.4,524.78,460000,875000,663850,12,decreasing
Clinton,MA,01510,1,2026-04-01,452500.0,452500.0,452500.0,452500.0,488500.0,266,18,7,redfin,12.98,database,5873.45,489.45,425500,500000,458570,12,increasing
Townsend,MA,01469,1,2026-04-01,450000.0,450000.0,450000.0,450000.0,695000.0,245,11,3,redfin,13.75,database,6187.5,515.62,437500,597500,498833,12,decreasing
Leominster,MA,01453,1,2026-04-01,440000.0,440000.0,440000.0,440000.0,479499.5,257,43,18,redfin,13.66,database,6010.4,500.87,440000,504000,480312,12,decreasing
Fitchburg,MA,01420,1,2026-04-01,412500.0,412500.0,412500.0,412500.0,424950.0,257,54,25,redfin,13.29,database,5482.12,456.84,397500,440000,414837,12,stable
Lynn,MA,01901,1,2026-04-01,375000.0,375000.0,375000.0,375000.0,,541,1,0,redfin,10.3,database,3862.5,321.88,375000,375000,375000,3,stable
